"ユーザID","学校種別(使用）","文理（使用）","アルバイト経験有無","アルバイト経験先","アルバイト店番","アルバイト店名","アルバイト社員番号","アルバイト開始年月","アルバイト期間","[SPI3U]言語(得点)","[SPI3U]言語(段階)","[SPI3U]非言語(得点)","[SPI3U]非言語(段階)","[SPI3U]基礎能力総合(得点)","[SPI3U]基礎能力総合(段階)","[SPI3U]Ａ対人接触","[SPI3U]Ｂ対人折衝","[SPI3U]Ｃ集団統率","[SPI3U]Ｄ協調協力","[SPI3U]Ｅサポート","[SPI3U]Ｆフットワーク","[SPI3U]Ｇスピーディー","[SPI3U]Ｈ予定外対応","[SPI3U]Ｉ自律遂行","[SPI3U]Ｊプレッシャー","[SPI3U]Ｋ着実持続","[SPI3U]Ｌ前例ない課題","[SPI3U]Ｍ企画アイデア","[SPI3U]Ｎ問題分析","[SPI3U]ダミー(1)","[SPI3U]ダミー(2)","[SPI3U]Ｗ創造重視","[SPI3U]Ｘ結果重視","[SPI3U]Ｙ調和重視","[SPI3U]Ｚ秩序重視","[SPI3U]応答態度Ａ","[SPI3U]ダミー","[SPI3Uフル]マネジメントスタイル座標","[SPI3U]内向-外向2","[SPI3U]調整-統率","[SPI3U]繊細-強靭","[SPI3U]維持‐変革","[SPI3U]活動系","[SPI3U]新卒R社員性格基準"
17012313,"大学","文系","勤務経験なし",,,,,,,45,3,52,4,"48,5",4,3,4,4,3,4,3,4,4,3,3,5,3,3,3,4,3,2,4,4,4,1,1,"Z1",3,"3,5","3,5","3,5","3,5","3,3"
17012315,"大学","文系","勤務経験なし",,,,,,,57,5,47,4,"52,5",4,2,2,2,3,3,2,1,2,3,2,5,3,4,3,5,4,1,2,4,4,1,1,"Z3",2,"2,5",2,"2,5","1,5","2,8"
17012317,"大学","文系","現在、勤務しています","B社",171,"店名_1050",688793,41944,"6カ月以上",47,4,46,4,46,4,1,1,1,3,3,2,3,3,2,2,1,3,3,3,3,6,1,2,4,2,1,1,"Y4",1,"1,5","1,5",3,"2,5","2,3"
17012321,"大学","文系","勤務経験なし",,,,,,,67,6,61,5,"65,5",6,4,4,3,4,5,3,3,3,3,4,5,3,5,5,5,5,3,3,5,5,1,1,"Y4",4,3,4,3,3,4
17012324,"大学","文系","勤務経験なし",,,,,,,46,4,56,5,51,4,2,2,3,5,5,3,3,3,2,2,5,2,3,4,4,5,2,3,5,5,1,1,"Z3",2,"2,5",2,"2,5",3,"3,5"
17012329,"大学","文系","勤務経験なし",,,,,,,58,5,56,5,58,5,4,4,4,4,4,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,1,1,"Z1",4,"3,5",4,3,3,"3,8"
17012336,"大学","文系","現在、勤務しています","A社",563,"店名_843",637301,41395,"6カ月以上",41,3,43,3,41,3,3,3,3,5,5,3,2,3,2,3,4,2,1,1,2,1,2,1,5,3,1,1,"Y3",3,"2,5",3,"2,5","2,5","3,8"
17012339,,,"勤務経験なし",,,,,,,31,2,36,2,"31,5",2,3,3,3,3,4,3,4,3,2,3,3,3,1,1,4,3,2,2,4,3,1,1,"Y4",3,"2,5",3,3,"3,5",0
17012341,"大学","文系","勤務経験なし",,,,,,,39,3,60,5,49,4,4,3,3,3,4,4,4,3,2,3,3,2,2,2,2,2,3,1,4,3,1,1,"Y3",4,"2,5",3,"2,5",4,0
17012342,"大学","文系","勤務経験なし",,,,,,,80,7,69,6,"77,5",7,4,4,3,2,2,3,3,3,4,4,1,4,5,5,5,4,4,3,2,2,1,1,"W2",4,"3,5",4,"3,5",3,3
17012349,"大学","文系","勤務経験なし",,,,,,,76,7,52,4,"65,5",6,3,3,3,3,4,2,2,3,3,3,2,3,3,5,2,5,3,3,3,2,1,1,"W4",3,3,3,3,2,"3,3"
17012360,"大学","文系","勤務経験なし",,,,,,,61,5,74,7,"69,5",6,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,2,2,1,3,3,1,1,"Y4",3,3,3,"3,5",3,3
17012362,"大学","文系","現在、勤務しています","B社",549,"店名_1025",638561,41395,"6カ月以上",54,5,57,5,56,5,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,1,1,"W4",2,"2,5",3,3,3,2
17012384,"大学","理系","勤務経験なし",,,,,,,61,5,66,6,65,6,4,5,5,5,5,3,3,5,5,5,3,5,5,5,6,6,5,5,5,3,1,1,"W4",4,5,5,5,3,"4,8"
17012392,"大学院（修士）","文系","勤務経験なし",,,,,,,40,3,51,4,45,3,3,4,5,3,4,3,3,3,5,4,4,5,4,3,6,5,4,4,3,4,1,1,"X3",3,5,4,4,3,"3,8"
17012395,"大学","文系","勤務経験なし",,,,,,,39,3,60,5,"49,5",4,3,2,2,3,3,1,2,2,3,2,3,2,2,3,1,3,1,1,3,3,1,1,"Y4",3,"2,5",2,2,"1,5",3
17012399,"大学","文系","勤務経験なし",,,,,,,52,4,49,4,"50,5",4,5,5,5,2,2,5,5,5,4,5,2,5,3,3,4,1,5,4,2,1,1,1,"W2",5,"4,5",5,5,5,"3,3"
17012404,"大学","文系","勤務経験なし",,,,,,,53,4,56,5,55,5,4,5,4,2,1,4,4,5,5,5,3,5,5,3,6,4,4,5,2,2,1,1,"X1",4,"4,5",5,5,4,3
17012405,"大学","文系","勤務経験なし",,,,,,,31,2,45,3,"36,5",2,4,5,5,3,3,4,5,4,3,5,2,5,2,2,5,4,5,5,3,2,1,1,"W2",4,4,5,"4,5","4,5","3,3"
17012406,"大学","文系","勤務経験なし",,,,,,,53,4,48,4,"50,5",4,3,3,2,3,4,4,4,3,3,2,5,3,3,3,4,2,3,2,4,4,1,1,"Y4",3,"2,5","2,5",3,4,"3,3"
17012407,"大学","文系","勤務経験なし",,,,,,,59,5,68,6,65,6,5,5,5,3,3,3,3,4,4,4,2,5,5,5,5,4,4,4,4,2,1,1,"W4",5,"4,5","4,5","4,5",3,"3,8"
17012409,"大学","理系","勤務経験なし",,,,,,,52,4,50,4,51,4,3,3,3,4,4,3,3,4,2,3,3,3,3,3,2,2,3,2,5,2,1,1,"Y1",3,"2,5",3,"3,5",3,"3,3"
17012411,"大学","文系","勤務経験なし",,,,,,,59,5,63,6,"62,5",6,3,4,5,4,4,3,4,4,3,4,2,3,4,4,4,3,4,3,4,2,1,1,"W3",3,4,4,"3,5","3,5","3,5"
17012419,"大学","文系","勤務経験なし",,,,,,,33,2,51,4,41,3,4,3,3,3,3,3,3,3,4,3,3,3,2,2,5,3,3,3,4,3,1,1,"Y2",4,"3,5",3,3,3,"3,5"
17012427,"大学","文系","勤務経験なし",,,,,,,53,4,56,5,55,5,3,2,2,5,5,1,2,2,2,2,5,2,3,4,4,5,1,3,5,5,1,1,"Z3",3,2,2,2,"1,5","3,8"
17012428,"大学","文系","現在、勤務しています","B社",933,"店名_1051",99330011,41548,"6カ月以上",47,4,49,4,48,4,5,5,5,3,3,4,4,5,3,4,1,5,3,2,5,2,4,4,3,1,1,1,"W2",5,4,"4,5",5,4,"3,5"
17012429,"大学","文系","勤務経験なし",,,,,,,47,4,58,5,53,4,4,5,5,2,2,4,4,4,5,5,1,5,4,3,5,3,5,3,2,1,1,1,"W1",4,5,5,"4,5",4,"3,3"
17012436,"大学","文系","勤務経験なし",,,,,,,70,7,80,7,78,7,4,5,5,5,4,4,3,5,3,5,3,3,4,3,4,1,4,2,5,3,1,1,"Y1",4,4,5,4,"3,5",4
17012444,"大学","文系","現在、勤務しています","B社",1457,"店名_769",583397,41122,"6カ月以上",48,4,55,5,"51,5",4,3,2,2,3,3,3,4,3,3,2,3,2,3,3,3,3,2,2,3,3,1,1,"Y2",3,"2,5",2,"2,5","3,5",3
17012445,"大学","文系","勤務経験なし",,,,,,,68,6,53,4,62,6,3,3,3,3,4,3,1,2,3,3,4,3,5,4,5,4,3,3,5,4,1,1,"Y4",3,3,3,"2,5",2,"3,3"
17012446,"大学","文系","現在、勤務しています","A社",239,"店名_1052",825662,42156,"6カ月以上",38,3,39,3,37,2,3,3,3,5,5,5,5,4,2,3,1,1,1,2,1,4,3,2,5,2,1,1,"Y1",3,"2,5",3,"2,5",5,"3,8"
17012451,"専門学校","文系","現在、勤務しています","B社",1553,"店名_1053",890530,42401,"6カ月未満",46,4,59,5,53,4,4,5,5,1,1,4,4,5,5,5,3,5,5,3,6,4,4,5,1,2,1,1,"X1",4,5,5,5,4,"2,8"
17012458,"大学","文系","勤務経験なし",,,,,,,48,4,37,2,"41,5",3,4,4,5,3,3,4,5,5,2,3,1,4,2,1,4,2,4,3,3,1,1,1,"W1",4,"3,5","3,5","4,5","4,5",3
17012467,"大学","文系","勤務経験なし",,,,,,,37,2,27,1,29,1,3,3,3,2,3,4,5,4,3,3,2,4,1,1,5,3,3,2,4,3,1,1,"Y2",3,3,3,4,"4,5",0
17012469,"大学","文系","現在、勤務しています","B社",780,"店名_1054",885114,41671,"6カ月以上",52,4,47,4,"49,5",4,5,5,5,3,2,3,4,4,5,5,3,5,4,2,6,2,5,4,2,3,1,1,"W2",5,5,5,"4,5","3,5","3,8"
17012473,"大学","文系","勤務経験なし",,,,,,,63,6,59,5,"62,5",6,5,5,5,3,3,4,5,5,4,5,3,5,5,5,5,5,5,5,3,3,1,1,"X1",5,"4,5",5,5,"4,5","3,8"
17012474,"大学","文系","勤務経験なし",,,,,,,63,6,52,4,"58,5",5,4,5,5,5,5,4,3,3,3,3,3,3,4,4,4,3,5,3,3,3,1,1,"W4",4,4,4,3,"3,5","4,3"
17012475,"大学","文系","勤務経験なし",,,,,,,55,5,66,6,62,6,4,4,5,4,4,3,4,3,3,4,3,1,3,3,3,1,3,3,3,3,1,1,"Y2",4,4,4,2,"3,5","3,8"
17012476,"大学","文系","勤務経験なし",,,,,,,53,4,54,5,54,5,5,5,5,5,4,5,5,5,3,5,3,5,5,3,6,3,5,3,5,3,2,1,"W3",5,4,5,5,5,"4,3"
17012478,"大学","文系","勤務経験なし",,,,,,,66,6,66,6,68,6,4,4,4,5,5,3,3,3,3,3,4,3,4,5,4,4,3,3,4,3,1,1,"Y2",4,"3,5","3,5",3,3,"4,3"
17012480,"大学","文系","勤務経験なし",,,,,,,63,6,54,5,"59,5",5,5,5,5,1,1,5,5,5,5,5,3,5,5,4,5,4,4,5,1,2,1,1,"X1",5,5,5,5,5,3
17012483,"大学","文系","勤務経験なし",,,,,,,53,4,62,6,"58,5",5,3,3,3,5,5,3,3,3,3,4,4,2,3,4,3,4,3,3,5,4,1,1,"Y4",3,3,"3,5","2,5",3,4
17012484,"大学","文系","勤務経験なし",,,,,,,57,5,63,6,"61,5",5,4,4,3,4,5,3,3,3,3,3,4,3,3,4,3,3,3,2,4,3,1,1,"Y2",4,3,"3,5",3,3,4
17012489,"大学","文系","勤務経験なし",,,,,,,60,5,53,4,"57,5",5,5,5,5,1,2,5,5,4,5,5,3,5,4,3,4,2,5,4,1,1,1,1,"W2",5,5,5,"4,5",5,"3,3"
17012490,"大学","文系","勤務経験なし",,,,,,,41,3,58,5,"49,5",4,5,5,5,1,2,5,4,5,5,5,2,5,4,3,6,4,5,5,2,2,1,1,"W2",5,5,5,5,"4,5","3,3"
17012491,"大学","文系","勤務経験なし",,,,,,,48,4,40,3,"43,5",3,5,4,4,5,5,5,5,5,1,5,3,1,2,2,1,1,4,1,5,3,1,1,"Y3",5,"2,5","4,5",3,5,4
17012494,"大学","文系","勤務経験なし",,,,,,,38,3,30,2,32,2,4,4,3,4,2,5,4,5,2,4,1,3,1,1,3,1,4,1,4,1,1,1,"Y1",4,"2,5",4,4,"4,5",0
17012509,"大学","文系","勤務経験なし",,,,,,,40,3,40,3,39,3,3,3,3,4,4,5,4,4,3,3,2,3,2,1,3,2,3,2,5,2,1,1,"Y1",3,3,3,"3,5","4,5","3,5"
17012511,"大学","文系","現在、勤務しています","B社",1361,"店名_1055",653359,41487,"6カ月以上",60,5,51,4,56,5,2,2,3,3,3,1,2,2,3,3,3,1,2,3,1,3,1,2,3,3,1,1,"Z3",2,3,"2,5","1,5","1,5","2,8"
17012515,"大学","文系","現在、勤務しています","A社",411,"店名_1037",884129,41153,"6カ月以上",52,4,41,3,46,4,4,5,5,4,4,4,3,3,3,3,3,3,3,2,5,2,4,3,4,2,1,1,"W3",4,4,4,3,"3,5","3,8"
17012517,"大学","文系","現在、勤務しています","A社",479,"店名_1056",792077,42036,"6カ月以上",32,2,52,4,41,3,2,1,2,3,3,3,3,2,3,2,3,3,2,2,3,3,2,2,3,3,1,1,"Y2",2,"2,5","1,5","2,5",3,"2,8"
17012540,"大学","文系","現在、勤務しています","A社",46,"店名_1057",817175,42125,"6カ月以上",41,3,47,4,"43,5",3,5,5,5,2,2,5,5,5,5,5,3,5,4,3,6,3,5,3,2,1,1,1,"W1",5,5,5,5,5,"3,5"
17012542,"大学","文系","勤務経験なし",,,,,,,39,3,49,4,"43,5",3,3,4,4,3,3,3,3,4,4,3,3,4,3,3,5,4,4,3,3,2,1,1,"W4",3,4,"3,5",4,3,"3,3"
17012546,"大学","文系","勤務経験なし",,,,,,,29,1,33,2,"28,5",1,4,5,5,2,2,5,4,5,4,5,2,4,1,1,4,2,4,3,2,2,1,1,"W2",4,"4,5",5,"4,5","4,5",3
17012550,"大学","文系",,,,,,,,40,3,30,2,33,2,2,1,2,3,3,4,3,3,2,2,3,3,1,1,4,4,2,2,4,3,1,1,"Y4",2,2,"1,5",3,"3,5",0
17012565,"大学","文系","勤務経験なし",,,,,,,56,5,41,3,48,4,4,3,3,2,2,3,2,3,4,3,4,3,3,3,5,5,3,3,2,5,1,1,"Z2",4,"3,5",3,3,"2,5",0
17012572,"大学","文系","勤務経験なし",,,,,,,44,3,30,2,"35,5",2,3,3,3,4,4,2,3,2,3,3,3,2,2,2,3,3,2,2,4,3,1,1,"Y4",3,3,3,2,"2,5","3,5"
17012579,"大学","文系","勤務経験なし",,,,,,,51,4,34,2,"41,5",3,3,3,3,1,2,3,4,5,5,5,3,5,3,1,6,1,4,2,2,2,1,1,"W4",3,4,4,5,"3,5","2,8"
17012598,"大学","文系","勤務経験なし",,,,,,,46,4,52,4,"48,5",4,5,5,5,5,4,5,4,5,4,5,3,5,4,3,6,5,5,4,3,3,2,1,"W2",5,"4,5",5,5,"4,5",0
17012603,"大学","文系","勤務経験なし",,,,,,,41,3,43,3,41,3,4,4,3,1,2,4,4,5,5,4,3,5,3,2,6,6,4,4,2,3,1,1,"X1",4,4,4,5,4,0
17012615,"大学","文系","勤務経験なし",,,,,,,47,4,49,4,48,4,3,2,3,5,5,3,2,3,1,1,3,1,2,3,1,3,3,1,5,3,1,1,"Y3",3,2,"1,5",2,"2,5","3,5"
17012629,"大学","文系","現在、勤務しています","B社",1543,"店名_1058",644491,41426,"6カ月以上",57,5,51,4,"54,5",5,1,2,3,4,5,2,3,3,1,1,3,3,3,3,4,3,1,2,5,3,1,1,"Y4",1,2,"1,5",3,"2,5","2,8"
17012632,"大学","文系","勤務経験なし",,,,,,,34,2,29,1,"29,5",1,5,4,4,4,4,5,4,4,4,5,4,3,1,1,4,1,4,2,3,3,1,1,"W4",5,4,"4,5","3,5","4,5","4,3"
17012689,"大学","文系","勤務経験なし",,,,,,,64,6,43,3,54,5,3,3,3,2,3,5,5,5,2,3,1,3,3,3,3,1,4,1,4,1,1,1,"W3",3,"2,5",3,4,5,"2,5"
17012745,"大学","文系","勤務経験なし",,,,,,,26,1,47,4,35,2,5,5,5,4,3,4,3,3,5,4,3,4,1,1,5,4,4,4,2,4,1,1,"X3",5,5,"4,5","3,5","3,5",0
17012759,"大学","文系","現在、勤務しています","A社",155,"店名_1059",700571,41671,"6カ月以上",47,4,52,4,"49,5",4,4,3,3,3,3,3,4,3,3,3,3,3,3,2,4,2,4,3,4,3,1,1,"Y2",4,3,3,3,"3,5","3,3"
17012829,"大学","文系","勤務経験なし",,,,,,,52,4,50,4,51,4,3,3,3,4,4,5,5,5,2,4,1,2,3,3,4,1,3,1,5,1,1,1,"Y1",3,"2,5","3,5","3,5",5,"3,3"
17012843,"大学","文系","過去に勤務していました","B社",1437,"店名_901",,41395,"6カ月未満",52,4,41,3,46,4,5,5,5,3,4,5,5,5,3,5,2,3,3,2,3,2,4,3,4,2,1,1,"W3",5,4,5,4,5,0
17012844,"大学","文系","勤務経験なし",,,,,,,53,4,48,4,"50,5",4,4,4,5,3,3,3,3,4,3,4,3,3,4,3,5,4,4,3,3,3,1,1,"W4",4,4,4,"3,5",3,"3,3"
17012857,"大学","文系","勤務経験なし",,,,,,,61,5,56,5,59,5,3,3,3,4,3,3,3,3,3,4,5,1,3,5,3,5,2,2,4,5,1,1,"Z3",3,3,"3,5",2,3,0
17012870,"大学","文系","勤務経験なし",,,,,,,54,5,52,4,53,4,3,3,3,2,3,3,2,3,3,3,4,4,5,3,6,4,4,3,3,4,1,1,"Z1",3,3,3,"3,5","2,5",0
17012885,"大学","文系","過去に勤務していました","B社",,"店名_1060",,41852,"6カ月以上",52,4,41,3,46,4,4,4,4,3,3,3,3,4,4,4,3,5,4,3,6,4,4,3,3,3,1,1,"W4",4,4,4,"4,5",3,0
17012887,"大学","文系","勤務経験なし",,,,,,,63,6,62,6,64,6,5,5,5,1,2,5,5,4,4,5,4,5,5,4,6,3,5,4,1,3,1,1,"W2",5,"4,5",5,"4,5",5,3
17012888,"大学","文系","勤務経験なし",,,,,,,62,6,56,5,60,5,5,5,5,3,2,5,5,5,5,5,3,5,5,5,6,6,5,5,2,3,1,1,"X1",5,5,5,5,5,"3,8"
17012889,"大学","文系","勤務経験なし",,,,,,,59,5,76,7,"69,5",6,3,4,4,2,2,3,3,3,5,4,3,5,4,5,4,4,3,4,2,3,1,1,"X3",3,"4,5",4,4,3,3
17012891,"大学","文系","勤務経験なし",,,,,,,45,3,53,4,49,4,4,4,4,3,3,3,4,4,4,5,4,3,3,3,5,3,4,3,3,4,1,1,"W4",4,4,"4,5","3,5","3,5","3,5"
17012894,"大学","文系","勤務経験なし",,,,,,,70,7,63,6,"68,5",6,5,5,5,4,4,5,5,5,3,4,1,3,4,4,4,2,4,3,4,2,1,1,"W3",5,4,"4,5",4,5,4
17012896,"大学","文系","勤務経験なし",,,,,,,54,5,65,6,"60,5",5,5,5,4,3,3,5,4,4,5,4,4,5,5,5,6,6,5,5,2,3,1,1,"X1",5,"4,5","4,5","4,5","4,5",4
17012902,"大学","文系","勤務経験なし",,,,,,,49,4,49,4,"48,5",4,4,4,4,5,5,4,4,4,1,3,4,2,2,2,2,1,3,2,5,3,1,1,"Y3",4,"2,5","3,5",3,4,0
17012914,"専門学校","理系","勤務経験なし",,,,,,,57,5,34,2,45,3,3,4,5,4,5,2,3,4,1,3,2,3,3,2,4,2,3,2,5,2,1,1,"Y1",3,3,"3,5","3,5","2,5","3,3"
17012917,"大学","理系","勤務経験なし",,,,,,,55,5,51,4,"53,5",4,3,2,3,2,2,2,3,3,3,3,2,3,3,3,2,4,2,2,2,2,1,1,"Y2",3,3,"2,5",3,"2,5","2,5"
17012929,"大学","文系","勤務経験なし",,,,,,,45,3,31,2,"36,5",2,3,3,3,5,5,3,1,2,1,3,5,2,2,2,3,3,2,2,5,5,1,1,"Y4",3,2,3,2,2,"3,5"
17012930,"大学","文系","勤務経験なし",,,,,,,66,6,59,5,64,6,5,5,5,4,3,5,5,5,4,5,3,5,5,5,6,4,5,5,2,1,1,1,"W2",5,"4,5",5,5,5,4
17012932,"大学","文系","勤務経験なし",,,,,,,56,5,51,4,54,5,3,4,4,1,1,3,5,4,5,5,3,5,4,3,5,3,3,4,2,2,1,1,"X1",3,"4,5","4,5","4,5",4,"2,5"
17012933,"大学","文系","勤務経験なし",,,,,,,61,5,51,4,57,5,3,3,3,3,4,3,4,3,3,3,3,5,4,3,5,4,3,4,4,2,1,1,"W4",3,3,3,4,"3,5","3,3"
17012934,"大学","文系","勤務経験なし",,,,,,,56,5,51,4,54,5,2,1,3,4,4,2,1,1,2,2,4,1,3,3,3,4,1,3,4,4,1,1,"Z3",2,"2,5","1,5",1,"1,5",3
17012935,"大学","文系","勤務経験なし",,,,,,,61,5,67,6,"65,5",6,4,3,3,4,4,4,3,4,2,4,1,3,4,3,3,1,4,1,4,1,1,1,"W3",4,"2,5","3,5","3,5","3,5","3,5"
17012936,"大学","文系","勤務経験なし",,,,,,,60,5,50,4,"55,5",5,4,5,5,3,4,3,2,3,5,4,4,5,5,3,6,4,4,4,3,4,1,1,"X3",4,5,"4,5",4,"2,5",4
17012937,"大学","文系","勤務経験なし",,,,,,,46,4,60,5,"53,5",4,3,2,2,5,4,2,2,2,2,2,4,2,3,3,3,4,2,2,4,4,1,1,"Y4",3,2,2,2,2,"3,5"
17012938,"大学","文系","勤務経験なし",,,,,,,34,2,38,3,"34,5",2,3,4,4,3,3,4,4,4,3,3,3,4,1,1,5,2,3,3,3,3,1,1,"W4",3,"3,5","3,5",4,4,3
17012939,"大学","文系","勤務経験なし",,,,,,,55,5,42,3,"48,5",4,3,3,3,3,4,3,3,3,3,3,3,3,2,3,2,4,2,3,4,3,1,1,"Y2",3,3,3,3,3,"3,3"
17012940,"大学","文系","勤務経験なし",,,,,,,59,5,47,4,"53,5",4,1,2,3,4,5,3,4,2,2,1,2,2,3,3,2,3,2,2,5,3,1,1,"Y4",1,"2,5","1,5",2,"3,5",3
17012941,"大学","文系","勤務経験なし",,,,,,,55,5,65,6,"61,5",5,4,5,4,4,5,5,5,4,3,3,2,3,5,3,5,1,5,3,5,1,1,1,"W3",4,"3,5",4,"3,5",5,4
17012943,"大学","文系","勤務経験なし",,,,,,,65,6,67,6,68,6,2,2,2,3,4,1,2,2,3,3,4,1,3,5,2,5,1,3,4,5,1,1,"Z4",2,"2,5","2,5","1,5","1,5",3
17012944,"大学","文系","勤務経験なし",,,,,,,47,4,49,4,48,4,4,4,4,3,2,5,3,4,3,4,1,3,3,2,3,2,4,2,2,1,1,1,"W1",4,"3,5",4,"3,5",4,3
17012955,"大学","文系","現在、勤務しています","B社",1372,"店名_1061",635735,41365,"6カ月以上",41,3,47,4,"43,5",3,3,4,3,4,4,3,3,4,3,4,3,3,3,3,4,3,4,2,5,4,1,1,"Y3",3,3,4,"3,5",3,"3,5"
17012956,"大学","文系","勤務経験なし",,,,,,,54,5,32,2,42,3,5,5,5,3,3,5,5,5,5,5,3,4,2,2,4,4,5,5,2,2,2,1,"X1",5,5,5,"4,5",5,4
17012965,"大学","文系","勤務経験なし",,,,,,,62,6,44,3,"53,5",4,5,5,5,4,4,5,4,5,5,4,4,5,5,4,6,6,5,5,4,4,1,1,"X3",5,5,"4,5",5,"4,5","4,5"
17012966,"大学","文系","現在、勤務しています","B社",1395,"店名_1062",865831,42309,"6カ月未満",45,3,40,3,"41,5",3,5,5,5,2,2,5,5,5,5,5,1,5,3,2,6,5,5,4,2,1,1,1,"W2",5,5,5,5,5,"3,5"
17012983,"大学","文系","勤務経験なし",,,,,,,52,4,39,3,45,3,3,3,3,3,4,2,3,3,3,3,4,4,3,3,5,5,3,3,3,3,1,1,"Z1",3,3,3,"3,5","2,5",0
17012990,"大学","文系","勤務経験なし",,,,,,,30,2,44,3,"35,5",2,3,3,4,3,4,3,4,4,3,2,3,3,2,2,4,3,3,3,3,3,1,1,"X3",3,"3,5","2,5","3,5","3,5","3,3"
17012991,"大学","文系","勤務経験なし",,,,,,,52,4,50,4,51,4,4,3,3,3,4,3,1,2,2,2,3,2,3,3,3,3,3,2,5,3,1,1,"Y3",4,"2,5","2,5",2,2,"3,3"
17012992,"大学","文系","勤務経験なし",,,,,,,52,4,59,5,56,5,5,5,5,2,4,5,5,5,5,5,3,5,4,3,5,4,5,5,2,3,1,1,"X1",5,5,5,5,5,4
17012993,"大学","文系","勤務経験なし",,,,,,,63,6,60,5,63,6,4,5,5,3,4,4,3,4,5,5,5,5,5,5,6,5,4,5,4,5,1,1,"X3",4,5,5,"4,5","3,5",4
17012994,"大学","文系","勤務経験なし",,,,,,,48,4,54,5,51,4,3,3,4,2,3,2,2,2,4,3,3,3,3,3,4,2,3,3,2,3,1,1,"X3",3,4,3,"2,5",2,3
17012995,"大学","文系","勤務経験なし",,,,,,,59,5,50,4,55,5,5,5,5,4,4,5,4,4,3,5,3,3,3,3,4,4,4,4,3,3,1,1,"W4",5,4,5,"3,5","4,5",4
17012996,"大学","文系","勤務経験なし",,,,,,,58,5,63,6,62,6,5,5,5,2,2,4,3,4,5,5,3,5,5,4,6,3,5,3,2,3,1,1,"W2",5,5,5,"4,5","3,5","3,5"
17012999,"大学","文系","勤務経験なし",,,,,,,38,3,41,3,"38,5",3,5,5,5,4,4,5,4,4,4,4,3,5,3,2,6,5,4,5,3,4,1,1,"X3",5,"4,5","4,5","4,5","4,5","4,3"
17013012,"大学","文系","勤務経験なし",,,,,,,55,5,50,4,53,4,4,4,3,5,5,5,4,3,2,3,5,1,3,3,4,4,3,3,5,5,1,1,"Y4",4,"2,5","3,5",2,"4,5",4
17013015,"大学","文系","勤務経験なし",,,,,,,68,6,65,6,"68,5",6,3,3,3,3,3,3,3,2,4,3,3,3,4,5,4,5,3,4,2,4,1,1,"X4",3,"3,5",3,"2,5",3,"3,3"
17013016,"大学","文系","勤務経験なし",,,,,,,48,4,48,4,48,4,4,4,4,3,3,3,3,3,4,4,5,4,4,3,6,3,3,3,4,4,1,1,"Z1",4,4,4,"3,5",3,"3,5"
17013017,"大学","文系","勤務経験なし",,,,,,,67,6,64,6,"67,5",6,3,3,3,4,4,5,4,5,3,3,2,3,5,3,5,1,3,1,5,1,1,1,"Y1",3,3,3,4,"4,5","3,5"
17013018,"大学","文系","勤務経験なし",,,,,,,52,4,61,5,"57,5",5,5,5,5,5,5,5,5,4,4,5,3,5,5,5,5,5,5,4,4,4,1,1,"W4",5,"4,5",5,"4,5",5,"4,8"
17013021,"大学","文系","勤務経験なし",,,,,,,49,4,70,7,"60,5",5,3,4,5,2,2,5,5,4,5,4,3,5,5,3,6,2,4,3,2,2,1,1,"W2",3,5,4,"4,5",5,3
17013026,"大学","理系","勤務経験なし",,,,,,,58,5,65,6,63,6,3,2,1,5,5,3,2,2,1,1,3,3,3,3,2,2,2,1,5,3,1,1,"Y3",3,1,"1,5","2,5","2,5","3,5"
17013030,"大学","文系","勤務経験なし",,,,,,,46,4,55,5,"50,5",4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,1,1,"W4",4,"3,5","3,5","3,5",3,"3,3"
17013031,"大学","文系","勤務経験なし",,,,,,,20,1,48,4,32,2,3,4,5,3,3,4,4,4,5,4,3,3,1,1,4,4,3,3,2,4,1,1,"Z1",3,5,4,"3,5",4,"3,5"
17013033,"大学","文系","勤務経験なし",,,,,,,65,6,50,4,"58,5",5,5,5,5,5,5,4,3,4,4,5,5,5,5,5,6,5,5,5,5,5,3,1,"Z1",5,"4,5",5,"4,5","3,5","4,8"
17013041,"大学","文系","現在、勤務しています","A社",587,"店名_1063",712868,41699,"6カ月以上",66,6,58,5,"63,5",6,4,4,4,3,2,4,4,5,5,4,3,5,5,4,6,3,4,3,2,3,1,1,"W4",4,"4,5",4,5,4,"3,5"
17013045,"大学","文系","勤務経験なし",,,,,,,59,5,56,5,58,5,5,5,5,5,5,5,5,5,2,5,3,4,5,3,6,1,4,3,5,3,1,1,"Y1",5,"3,5",5,"4,5",5,0
17013050,"大学","文系","勤務経験なし",,,,,,,52,4,45,3,48,4,3,3,2,5,5,3,3,2,2,3,4,1,2,2,2,2,2,1,5,4,1,1,"Y4",3,2,3,"1,5",3,0
17013053,"大学","文系","勤務経験なし",,,,,,,35,2,39,3,"35,5",2,4,5,4,3,3,3,3,4,5,5,5,5,2,2,5,4,3,3,3,3,1,1,"W4",4,"4,5",5,"4,5",3,"3,8"
