"ユーザID","学校種別(使用）","文理（使用）","アルバイト経験有無","アルバイト経験先","アルバイト店番","アルバイト店名","アルバイト社員番号","アルバイト開始年月","アルバイト期間","[SPI3U]言語(得点)","[SPI3U]言語(段階)","[SPI3U]非言語(得点)","[SPI3U]非言語(段階)","[SPI3U]基礎能力総合(得点)","[SPI3U]基礎能力総合(段階)","[SPI3U]Ａ対人接触","[SPI3U]Ｂ対人折衝","[SPI3U]Ｃ集団統率","[SPI3U]Ｄ協調協力","[SPI3U]Ｅサポート","[SPI3U]Ｆフットワーク","[SPI3U]Ｇスピーディー","[SPI3U]Ｈ予定外対応","[SPI3U]Ｉ自律遂行","[SPI3U]Ｊプレッシャー","[SPI3U]Ｋ着実持続","[SPI3U]Ｌ前例ない課題","[SPI3U]Ｍ企画アイデア","[SPI3U]Ｎ問題分析","[SPI3U]ダミー(1)","[SPI3U]ダミー(2)","[SPI3U]Ｗ創造重視","[SPI3U]Ｘ結果重視","[SPI3U]Ｙ調和重視","[SPI3U]Ｚ秩序重視","[SPI3U]応答態度Ａ","[SPI3U]ダミー","[SPI3Uフル]マネジメントスタイル座標","[SPI3U]内向-外向2","[SPI3U]調整-統率","[SPI3U]繊細-強靭","[SPI3U]維持‐変革","[SPI3U]活動系","[SPI3U]新卒R社員性格基準"
17013055,"大学","文系","勤務経験なし",,,,,,,53,4,41,3,"46,5",4,3,2,2,2,3,3,3,2,3,2,3,3,3,3,3,5,2,3,2,3,1,1,"Z1",3,"2,5",2,"2,5",3,"2,8"
17013056,"大学","文系","勤務経験なし",,,,,,,44,3,62,6,"53,5",4,5,5,5,3,3,5,5,5,5,5,3,5,5,3,6,2,5,3,2,1,1,1,"W1",5,5,5,5,5,4
17013080,"大学","文系","勤務経験なし",,,,,,,62,6,53,4,"58,5",5,3,4,5,1,2,5,5,5,4,4,2,4,3,5,2,5,2,4,2,2,1,1,"X3",3,"4,5",4,"4,5",5,"2,5"
17013083,"大学","文系","現在、勤務しています","B社",1538,"店名_054",701179,41671,"6カ月以上",55,5,41,3,48,4,3,3,3,3,3,5,5,5,3,4,1,1,2,3,1,5,3,2,3,2,1,1,"W4",3,3,"3,5",3,5,3
17013085,"大学","文系","勤務経験なし",,,,,,,35,2,48,4,"40,5",3,3,3,5,2,2,3,3,3,4,4,4,3,2,2,3,3,2,3,2,4,1,1,"Z2",3,"4,5","3,5",3,3,"2,8"
17013092,"大学","文系","勤務経験なし",,,,,,,53,4,58,5,56,5,4,4,4,5,5,3,2,3,3,4,4,3,5,4,6,5,4,3,5,5,1,1,"Y4",4,"3,5",4,3,"2,5","4,3"
17013094,"大学","文系","勤務経験なし",,,,,,,54,5,73,7,65,6,4,4,4,2,2,4,5,5,5,5,3,5,5,5,6,5,5,4,2,3,1,1,"W2",4,"4,5","4,5",5,"4,5","3,3"
17013100,"大学","文系","勤務経験なし",,,,,,,68,6,57,5,64,6,3,3,4,2,2,3,3,3,5,3,3,3,4,5,4,5,3,4,2,3,1,1,"X3",3,"4,5",3,3,3,3
17013103,"大学","文系","現在、勤務しています","B社",1525,"店名_035",733058,41821,"6カ月以上",20,1,38,3,"26,5",1,3,4,4,3,3,3,3,3,3,3,2,3,1,1,5,3,4,3,3,2,1,1,"W4",3,"3,5","3,5",3,3,3
17013105,"大学","文系","現在、勤務しています","A社",591,"店名_1064",753959,41883,"6カ月以上",30,2,31,2,28,1,3,3,3,3,3,2,3,3,3,3,3,3,1,1,4,3,2,2,3,3,1,1,"Z1",3,3,3,3,"2,5",3
17013108,"大学","文系","過去に勤務していました","B社",,"店名_802",,41395,"6カ月以上",51,4,25,1,"36,5",2,2,3,2,3,4,1,2,2,3,3,3,3,2,2,5,4,3,2,4,3,1,1,"Y2",2,"2,5",3,"2,5","1,5",3
17013111,"大学","文系","勤務経験なし",,,,,,,38,3,44,3,40,3,4,5,5,3,3,4,4,4,3,5,2,3,1,1,2,2,4,3,3,2,1,1,"W4",4,4,5,"3,5",4,"3,3"
17013114,"大学","文系","現在、勤務しています","A社",64,"店名_1065",639414,41395,"6カ月以上",47,4,33,2,39,3,1,2,3,4,4,2,3,2,1,1,3,3,2,2,3,3,1,2,5,3,1,1,"Y4",1,2,"1,5","2,5","2,5","2,5"
17013117,"大学","文系","勤務経験なし",,,,,,,58,5,51,4,55,5,4,4,4,2,2,5,4,3,5,4,2,3,4,3,5,4,4,4,2,2,1,1,"W2",4,"4,5",4,3,"4,5","3,3"
17013122,"大学","文系","現在、勤務しています","A社",411,"店名_1037",656147,41518,"6カ月以上",56,5,57,5,"57,5",5,5,4,3,5,4,5,4,5,2,3,1,1,3,3,1,2,3,2,3,1,1,1,"W3",5,"2,5","3,5",3,"4,5",4
17013131,"大学","文系","勤務経験なし",,,,,,,53,4,50,4,"51,5",4,4,5,5,1,1,5,5,5,5,5,3,5,5,3,6,4,4,5,1,2,1,1,"X1",4,5,5,5,5,"2,8"
17013140,"大学","文系","現在、勤務しています","B社",737,"店名_1066",658574,41518,"6カ月以上",59,5,51,4,"55,5",5,3,3,3,2,2,3,3,3,4,3,4,3,3,3,4,4,3,3,3,4,1,1,"Z1",3,"3,5",3,3,3,"2,8"
17013150,"大学","文系","勤務経験なし",,,,,,,63,6,65,6,"65,5",6,3,3,3,4,3,2,1,1,3,2,4,4,5,5,6,6,3,4,5,5,1,1,"Z3",3,3,"2,5","2,5","1,5","3,3"
17013153,"大学","文系","勤務経験なし",,,,,,,48,4,49,4,"48,5",4,5,5,5,4,4,4,3,3,4,5,5,2,3,3,4,3,4,3,4,5,2,1,"Z1",5,"4,5",5,"2,5","3,5","4,3"
17013158,"大学","文系","勤務経験なし",,,,,,,56,5,52,4,"54,5",5,4,4,4,4,4,5,4,3,4,4,4,3,4,3,5,3,4,4,3,3,1,1,"W4",4,4,4,3,"4,5",4
17013163,"大学","文系","現在、勤務しています","B社",1346,"店名_893",677669,41548,"6カ月以上",48,4,51,4,"49,5",4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,3,3,3,4,2,1,1,"Y2",4,"3,5","3,5","3,5",4,"3,8"
17013164,"大学","文系","勤務経験なし",,,,,,,68,6,63,6,"67,5",6,3,4,3,1,2,3,5,4,4,5,1,5,5,5,6,4,5,3,2,1,1,1,"W1",3,"3,5","4,5","4,5",4,"2,5"
17013171,"大学","文系","勤務経験なし",,,,,,,42,3,40,3,40,3,5,5,5,5,5,5,4,5,3,4,3,3,2,2,5,5,4,4,5,5,1,1,"Y2",5,4,"4,5",4,"4,5","4,5"
17013174,"大学","文系","現在、勤務しています","A社",601,"店名_1067",639834,42278,"6カ月以上",60,5,59,5,"60,5",5,4,5,5,4,4,5,4,4,5,5,3,5,5,5,6,5,5,5,3,3,1,1,"W2",4,5,5,"4,5","4,5","4,3"
17013175,"大学","文系","現在、勤務しています","A社",149,"店名_1019",649990,41456,"6カ月以上",54,5,57,5,56,5,5,5,5,3,3,5,5,5,5,5,2,5,5,4,6,6,5,4,3,2,1,1,"W2",5,5,5,5,5,4
17013177,"大学","文系","勤務経験なし",,,,,,,63,6,52,4,"58,5",5,4,3,3,3,3,4,3,3,4,3,4,4,5,4,5,4,4,3,3,4,1,1,"W4",4,"3,5",3,"3,5","3,5","3,5"
17013179,"大学","文系","勤務経験なし",,,,,,,59,5,48,4,54,5,3,4,4,3,3,2,3,3,3,4,5,3,3,3,4,2,3,3,3,4,1,1,"Z1",3,"3,5",4,3,"2,5",3
17013180,"大学","文系","現在、勤務しています","A社",157,"店名_1068",672520,41548,"6カ月以上",42,3,39,3,"39,5",3,3,3,3,4,4,1,1,1,2,2,3,3,2,2,5,3,2,2,5,5,1,1,"Y4",3,"2,5","2,5",2,1,"3,3"
17013181,"大学","文系","勤務経験なし",,,,,,,46,4,48,4,"46,5",4,3,3,4,2,2,4,4,4,4,4,3,3,3,3,4,3,3,3,2,2,1,1,"W4",3,4,"3,5","3,5",4,"2,8"
17013184,"大学","文系","勤務経験なし",,,,,,,54,5,63,6,"59,5",5,5,5,5,3,3,5,5,5,4,5,2,5,5,4,6,4,5,5,2,2,1,1,"W2",5,"4,5",5,5,5,"3,8"
17013193,"大学","文系","勤務経験なし",,,,,,,60,5,52,4,57,5,1,1,1,3,3,1,2,1,3,1,5,1,3,3,4,3,1,2,4,5,1,1,"Z3",1,2,1,1,"1,5","2,5"
17013194,"大学","文系","勤務経験なし",,,,,,,20,1,30,2,22,1,4,3,4,4,4,3,3,3,2,3,3,3,1,1,4,5,4,3,3,4,1,1,"Z1",4,3,3,3,3,"3,5"
17013195,"大学","文系","勤務経験なし",,,,,,,45,3,27,1,"34,5",2,3,3,3,5,5,3,4,4,3,3,3,3,1,1,5,5,4,4,5,3,1,1,"Y2",3,3,3,"3,5","3,5",4
17013212,"大学","文系","勤務経験なし",,,,,,,62,6,64,6,"64,5",6,4,4,4,3,3,5,4,5,3,4,3,3,5,5,5,4,4,4,4,3,1,1,"W4",4,"3,5",4,4,"4,5","3,3"
17013215,"大学","文系","勤務経験なし",,,,,,,48,4,54,5,51,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,1,1,"Y2",3,3,3,3,3,"3,3"
17013216,"大学","理系","現在、勤務しています","B社",1147,"店名_1069",638353,41395,"6カ月以上",49,4,35,2,41,3,5,4,5,3,4,5,4,3,5,4,3,3,2,2,5,3,4,4,3,3,1,1,"W4",5,5,4,3,"4,5","4,3"
17013217,"大学","文系","勤務経験なし",,,,,,,47,4,47,4,"46,5",4,1,1,1,3,4,2,2,2,3,1,4,1,3,3,3,4,1,2,5,4,1,1,"Y4",1,2,1,"1,5",2,0
17013219,"大学","文系","現在、勤務しています","B社",1500,"店名_1070",698553,41640,"6カ月以上",51,4,29,1,39,3,5,4,5,2,2,5,5,5,5,5,2,5,2,2,5,4,4,4,2,2,1,1,"W2",5,5,"4,5",5,5,"3,5"
17013221,"大学","文系","現在、勤務しています","A社",113,"店名_521",676090,41548,"6カ月以上",36,2,57,5,46,4,4,5,5,2,2,5,5,5,5,5,2,5,4,2,6,2,4,3,2,1,1,1,"W2",4,5,5,5,5,"3,3"
17013222,"大学","文系","勤務経験なし",,,,,,,43,3,57,5,50,4,5,5,5,5,4,3,2,3,3,4,3,3,3,3,4,3,4,3,4,3,1,1,"W4",5,4,"4,5",3,"2,5","4,3"
17013224,"大学","文系","勤務経験なし",,,,,,,50,4,54,5,"52,5",4,5,5,5,1,1,5,4,5,4,5,3,5,4,3,5,4,5,4,1,3,1,1,"W2",5,"4,5",5,5,"4,5","2,8"
17013226,"大学院（修士）","文系","勤務経験なし",,,,,,,34,2,35,2,"32,5",2,3,3,4,5,5,3,2,3,3,3,4,3,2,1,6,6,3,4,5,5,1,1,"Z3",3,"3,5",3,3,"2,5",4
17013229,"大学","文系","現在、勤務しています","B社",620,"店名_1071",743731,41852,"6カ月以上",33,2,44,3,37,2,4,4,5,4,4,3,2,2,4,3,3,3,2,2,4,5,4,4,4,4,1,1,"Z1",4,"4,5","3,5","2,5","2,5",4
17013230,"大学","文系","勤務経験なし",,,,,,,72,7,50,4,"62,5",6,5,5,5,1,2,5,5,5,4,5,1,5,5,3,6,1,5,3,1,1,1,1,"W2",5,"4,5",5,5,5,3
17013236,"大学","文系","現在、勤務しています","B社",1369,"店名_1072",632785,41365,"6カ月以上",60,5,53,4,"57,5",5,3,2,1,5,5,2,2,2,1,2,3,1,3,4,2,3,2,1,5,3,1,1,"Y3",3,1,2,"1,5",2,"3,5"
17013239,"大学","文系","現在、勤務しています","B社",1350,"店名_458",638707,41395,"6カ月以上",63,6,56,5,"60,5",5,4,4,3,3,4,3,3,3,4,5,4,3,5,4,5,3,4,2,5,5,1,1,"Y4",4,"3,5","4,5",3,3,"3,8"
17013244,"大学","文系","過去に勤務していました","B社",,"店名_098",,41548,"6カ月以上",42,3,42,3,41,3,3,2,3,5,5,3,2,3,2,3,4,1,1,1,1,1,2,1,5,5,1,1,"Y4",3,"2,5","2,5",2,"2,5","3,8"
17013245,"大学","文系","勤務経験なし",,,,,,,58,5,60,5,60,5,5,5,5,3,3,3,3,4,3,4,3,5,5,4,6,4,4,4,3,3,1,1,"W4",5,4,"4,5","4,5",3,"3,5"
17013247,"大学","文系","過去に勤務していました","B社",,"店名_657",,41730,"6カ月以上",72,7,55,5,65,6,1,2,5,1,1,3,4,3,5,3,4,5,5,5,6,5,2,4,1,4,1,1,"X4",1,5,"2,5",4,"3,5",2
17013259,"専門学校","文系","勤務経験なし",,,,,,,48,4,51,4,"49,5",4,3,4,5,2,3,2,3,3,5,4,3,5,4,3,6,6,4,4,3,3,1,1,"X3",3,5,4,4,"2,5","3,3"
17013262,"大学","文系","勤務経験なし",,,,,,,40,3,32,2,"34,5",2,4,4,4,3,3,2,3,2,3,4,3,3,1,1,2,3,3,3,3,3,1,1,"Z1",4,"3,5",4,"2,5","2,5","3,3"
17013270,"専門学校","文系","勤務経験なし",,,,,,,33,2,44,3,37,2,2,1,2,3,3,3,3,2,2,2,3,2,1,2,1,3,1,2,3,2,1,1,"Y2",2,2,"1,5",2,3,"2,5"
17013273,"大学","文系","勤務経験なし",,,,,,,48,4,55,5,"51,5",4,5,5,5,3,2,5,5,5,5,5,3,5,5,4,6,5,5,4,2,3,1,1,"W2",5,5,5,5,5,"3,8"
17013276,"大学","文系","勤務経験なし",,,,,,,37,2,36,2,35,2,3,2,3,4,5,1,2,1,2,1,3,1,1,1,1,3,2,1,4,4,1,1,"Y4",3,"2,5","1,5",1,"1,5",0
17013279,"大学","文系","現在、勤務しています","A社",469,"店名_210",668091,41548,"6カ月以上",54,5,44,3,49,4,3,4,4,3,3,3,3,3,3,4,2,3,3,2,4,2,3,2,3,2,1,1,"W4",3,"3,5",4,3,3,3
17013280,"大学","文系","現在、勤務しています","A社",542,"店名_234",700171,41671,"6カ月以上",53,4,33,2,42,3,3,3,3,4,5,4,3,3,3,3,3,3,2,2,3,4,2,3,5,2,1,1,"Y2",3,3,3,3,"3,5","3,8"
17013281,"大学","文系","現在、勤務しています","A社",458,"店名_1073",700347,41671,"6カ月以上",53,4,36,2,44,3,4,4,3,5,5,4,4,4,1,3,2,2,2,2,2,1,3,1,5,2,1,1,"Y3",4,2,"3,5",3,4,"3,8"
17013283,"大学","文系","現在、勤務しています","A社",518,"店名_286",865789,42278,"6カ月未満",43,3,45,3,"43,5",3,5,4,3,2,1,5,5,5,3,5,3,5,3,2,5,1,4,1,1,2,1,1,"W4",5,3,"4,5",5,5,"2,8"
17013284,"大学","理系","現在、勤務しています","A社",518,"店名_931",668632,41518,"6カ月以上",36,2,51,4,"42,5",3,4,5,5,5,5,4,5,5,5,5,3,5,3,3,5,5,4,5,5,3,1,1,"W4",4,5,5,5,"4,5","4,8"
17013285,"大学","文系","現在、勤務しています","A社",555,"店名_825",588931,41487,"6カ月以上",50,4,59,5,55,5,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,1,1,"Y2",4,3,3,"3,5",3,"3,5"
17013286,"大学","文系","現在、勤務しています","A社",155,"店名_079",642891,41426,"6カ月以上",43,3,39,3,40,3,4,3,4,3,4,3,3,3,2,3,3,3,2,2,4,5,4,4,3,4,1,1,"X3",4,3,3,3,3,"3,3"
17013287,"大学","文系","現在、勤務しています","A社",642,"店名_1074",871313,42309,"6カ月未満",32,2,26,1,"26,5",1,4,3,3,3,3,5,5,3,2,3,1,3,1,1,2,2,4,1,4,1,1,1,"W3",4,"2,5",3,3,5,3
17013288,"大学","文系","現在、勤務しています","A社",402,"店名_919",774607,41944,"6カ月以上",55,5,33,2,"43,5",3,2,2,3,3,4,3,3,3,3,2,3,3,3,3,4,6,3,4,4,4,1,1,"Z1",2,3,2,3,3,3
17013289,"大学","文系","現在、勤務しています","A社",518,"店名_931",821847,42522,"6カ月以上",43,3,41,3,41,3,3,2,2,5,5,3,2,2,2,2,4,1,2,2,4,3,2,2,5,4,1,1,"Y4",3,2,2,"1,5","2,5","3,8"
17013290,"大学","文系","現在、勤務しています","A社",586,"店名_1075",756631,41883,"6カ月以上",53,4,45,3,49,4,3,3,3,2,2,3,3,3,3,3,1,3,2,3,2,3,2,2,2,2,1,1,"Y2",3,3,3,3,3,"2,5"
17013291,"大学","文系","現在、勤務しています","A社",1583,"店名_1076",854234,42278,"6カ月未満",44,3,32,2,"36,5",2,3,2,1,4,4,3,2,2,2,1,3,1,1,2,1,3,1,1,5,3,1,1,"Y4",3,"1,5","1,5","1,5","2,5","3,3"
17013292,"大学","文系","現在、勤務しています","A社",176,"店名_1077",624710,41334,"6カ月以上",56,5,46,4,51,4,5,5,5,3,2,3,3,5,5,5,3,5,5,4,6,5,5,4,2,2,1,1,"W2",5,5,5,5,3,"3,8"
17013304,"大学","理系","現在、勤務しています","B社",1525,"店名_035",831455,42186,"6カ月以上",20,1,47,4,"31,5",2,3,3,4,3,4,3,3,3,3,3,4,3,1,1,3,3,3,3,3,3,1,1,"Z1",3,"3,5",3,3,3,"3,3"
17013306,"大学","文系","勤務経験なし",,,,,,,56,5,48,4,"52,5",4,2,2,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,2,3,3,1,1,"Y2",2,3,"2,5",3,"2,5","2,8"
17013311,"大学","文系","勤務経験なし",,,,,,,43,3,44,3,"42,5",3,4,4,3,4,3,5,5,5,3,5,2,3,3,2,3,2,5,1,5,2,1,1,"Y1",4,3,"4,5",4,5,"3,5"
17013316,"大学","文系","勤務経験なし",,,,,,,65,6,51,4,59,5,5,5,3,5,5,5,5,5,2,5,2,3,4,3,4,1,5,1,5,1,1,1,"Y1",5,"2,5",5,4,5,"4,3"
17013325,"大学","理系","現在、勤務しています","B社",891,"店名_1078",715893,41730,"6カ月以上",20,1,43,3,"29,5",1,5,5,5,3,2,4,3,4,4,4,2,5,2,1,6,6,5,3,2,2,1,1,"W2",5,"4,5","4,5","4,5","3,5","3,5"
17013331,"大学","文系","勤務経験なし",,,,,,,37,2,52,4,44,3,4,5,5,3,4,4,4,4,5,5,3,5,4,3,6,6,4,5,3,3,1,1,"X1",4,5,5,"4,5",4,4
17013336,"大学","文系","過去に勤務していました","A社",166,"店名_1079",685302,41579,"6カ月以上",50,4,51,4,"50,5",4,4,4,3,5,5,4,4,5,2,3,3,4,4,3,5,2,4,3,5,3,1,1,"Y1",4,"2,5","3,5","4,5",4,4
17013339,"大学","理系","勤務経験なし",,,,,,,69,6,77,7,76,7,4,3,3,4,3,4,3,3,3,2,3,3,5,4,5,3,4,3,3,3,1,1,"W4",4,3,"2,5",3,"3,5","3,5"
17013340,"大学","文系","現在、勤務しています","B社",682,"店名_1080",880979,42339,"6カ月未満",54,5,48,4,51,4,2,2,2,3,3,2,3,3,3,2,3,3,4,3,5,4,2,2,3,3,1,1,"Y2",2,"2,5",2,3,"2,5","2,8"
17013341,"大学","文系","勤務経験なし",,,,,,,58,5,36,2,"46,5",4,5,5,4,3,3,5,5,5,4,5,3,4,3,2,5,2,5,2,2,2,1,1,"W1",5,4,5,"4,5",5,"3,8"
17013343,"大学","文系","勤務経験なし",,,,,,,66,6,47,4,"57,5",5,2,3,4,2,2,2,3,3,3,3,3,3,4,5,4,5,3,3,2,3,1,1,"X3",2,"3,5",3,3,"2,5","2,3"
17013347,"大学","文系","勤務経験なし",,,,,,,62,6,52,4,58,5,5,5,5,3,2,5,5,5,4,5,3,4,4,3,4,2,5,3,2,3,1,1,"W2",5,"4,5",5,"4,5",5,"3,5"
17013356,"大学","文系","現在、勤務しています","B社",895,"店名_1081",633077,41365,"6カ月以上",58,5,45,3,"51,5",4,5,5,4,3,3,5,5,5,4,5,2,5,3,4,4,5,5,4,2,2,1,1,"W2",5,4,5,5,5,"3,8"
17013363,"大学","文系","勤務経験なし",,,,,,,33,2,54,5,"42,5",3,2,3,2,5,5,3,3,4,3,3,3,3,3,2,5,2,3,2,5,3,1,1,"Y3",2,"2,5",3,"3,5",3,"3,8"
17013364,"大学","文系","過去に勤務していました","B社",,"店名_428",,41365,"6カ月以上",50,4,39,3,44,3,2,2,2,2,3,2,2,2,3,3,5,3,3,3,4,3,1,2,3,5,1,1,"Z4",2,"2,5","2,5","2,5",2,"2,5"
17013376,"大学","文系","勤務経験なし",,,,,,,65,6,64,6,"66,5",6,4,4,4,3,2,3,3,3,4,4,3,5,5,5,5,5,4,4,2,3,1,1,"X1",4,4,4,4,3,"3,3"
17013386,"大学","文系","現在、勤務しています","B社",595,"店名_428",630791,41365,"6カ月以上",58,5,54,5,57,5,4,4,4,3,4,4,3,3,5,5,5,3,3,3,4,3,4,2,5,5,1,1,"Y4",4,"4,5","4,5",3,"3,5",4
17013394,"大学","文系","勤務経験なし",,,,,,,54,5,59,5,"57,5",5,3,3,4,3,3,5,4,4,4,4,5,4,5,5,5,5,4,3,3,5,1,1,"Z1",3,4,"3,5",4,"4,5","3,3"
17013397,"大学","文系","勤務経験なし",,,,,,,32,2,43,3,36,2,3,4,4,1,2,5,5,5,2,4,3,4,2,1,5,1,4,3,2,2,1,1,"W2",3,3,4,"4,5",5,2
17013407,"大学","文系","現在、勤務しています","B社",1543,"店名_1034",644482,41426,"6カ月以上",59,5,57,5,59,5,2,2,2,3,4,1,1,2,2,2,5,2,4,4,4,4,1,2,5,5,1,1,"Z3",2,2,2,2,1,"2,8"
17013408,"専門学校","文系","現在、勤務しています","A社",612,"店名_1082",888636,42401,"6カ月未満",43,3,42,3,"41,5",3,3,3,4,3,3,3,3,2,3,3,3,3,2,2,4,3,3,3,3,3,1,1,"W4",3,"3,5",3,"2,5",3,3
17013423,"大学","文系","勤務経験なし",,,,,,,55,5,57,5,57,5,5,5,5,3,2,5,5,5,4,5,1,5,5,3,6,3,5,3,2,1,1,1,"W1",5,"4,5",5,5,5,"3,5"
17013424,"大学","文系","現在、勤務しています","B社",1586,"店名_1083",676103,41548,"6カ月以上",66,6,49,4,"58,5",5,4,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,4,3,4,3,1,1,"W4",4,3,3,3,"3,5","3,8"
17013427,"大学","文系","勤務経験なし",,,,,,,60,5,59,5,"60,5",5,5,4,4,4,4,5,5,5,3,3,4,3,5,3,5,1,4,2,4,3,1,1,"Y1",5,"3,5","3,5",4,5,4
17013428,"大学","文系","勤務経験なし",,,,,,,57,5,43,3,50,4,5,4,4,3,3,4,3,4,4,4,3,3,4,3,5,3,4,3,3,3,1,1,"W4",5,4,4,"3,5","3,5","3,8"
17013430,"大学","文系","現在、勤務しています","B社",1416,"店名_249",724111,41760,"6カ月以上",52,4,45,3,"48,5",4,2,2,3,4,4,3,3,2,2,2,3,3,2,2,2,2,3,2,5,3,1,1,"Y3",2,"2,5",2,"2,5",3,3
17013431,"大学","文系","勤務経験なし",,,,,,,55,5,53,4,"54,5",5,3,2,2,4,4,3,3,3,2,2,3,1,3,3,2,2,2,1,4,3,1,1,"Y4",3,2,2,2,3,"3,3"
17013434,"大学","文系","勤務経験なし",,,,,,,56,5,51,4,54,5,3,4,4,4,4,3,4,3,3,3,3,3,4,3,5,3,3,3,4,3,1,1,"Y2",3,"3,5","3,5",3,"3,5","3,5"
17013439,"大学","文系","勤務経験なし",,,,,,,44,3,26,1,33,2,3,4,3,3,3,3,2,3,3,3,4,3,1,1,4,3,3,3,3,4,1,1,"Z1",3,3,"3,5",3,"2,5",3
17013440,"大学","文系","過去に勤務していました","B社",1173,"店名_1084",686998,41579,"6カ月以上",55,5,55,5,"55,5",5,5,5,5,5,4,5,4,4,4,5,5,5,5,3,6,3,5,4,4,4,3,1,"W4",5,"4,5",5,"4,5","4,5","4,5"
17013441,"大学","文系","勤務経験なし",,,,,,,56,5,41,3,"48,5",4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,1,1,"Z1",3,"3,5",3,3,3,3
17013443,"大学","文系","現在、勤務しています","A社",500,"店名_1085",675024,41548,"6カ月以上",47,4,49,4,48,4,3,2,3,2,4,3,4,3,4,3,5,2,3,3,4,6,1,4,3,5,1,1,"Z4",3,"3,5","2,5","2,5","3,5","3,3"
17013446,"大学","文系","勤務経験なし",,,,,,,44,3,36,2,39,3,3,3,3,4,4,3,4,3,3,3,3,3,2,2,3,5,3,3,5,4,1,1,"Y4",3,3,3,3,"3,5","3,5"
17013449,"大学","文系","勤務経験なし",,,,,,,50,4,45,3,47,4,2,3,4,3,3,3,3,3,5,4,5,4,3,3,5,6,3,5,3,5,1,1,"Z2",2,"4,5","3,5","3,5",3,"3,3"
17013452,"専門学校","文系","勤務経験なし",,,,,,,55,5,42,3,"48,5",4,3,3,4,3,3,3,3,2,2,3,1,3,2,2,2,1,2,2,3,1,1,1,"Y2",3,3,3,"2,5",3,"2,8"
17013453,"大学","文系","勤務経験なし",,,,,,,55,5,47,4,51,4,5,4,4,4,4,4,3,4,4,4,4,3,3,3,4,3,4,3,4,3,1,1,"W4",5,4,4,"3,5","3,5","4,3"
17013454,"大学","理系","現在、勤務しています","A社",346,"店名_1086",838536,42217,"6カ月以上",52,4,57,5,55,5,4,4,4,3,3,4,4,4,4,4,2,4,4,3,5,4,4,4,3,2,1,1,"W2",4,4,4,4,4,"3,5"
17013455,"大学","文系","勤務経験なし",,,,,,,52,4,58,5,"55,5",5,5,4,3,4,3,5,5,5,3,5,2,3,3,3,3,1,5,1,5,1,1,1,"W3",5,3,"4,5",4,5,"3,8"
17013459,"大学","文系","勤務経験なし",,,,,,,63,6,72,7,"69,5",6,4,4,5,3,3,4,4,4,3,4,3,3,4,4,3,3,4,3,3,3,1,1,"W4",4,4,4,"3,5",4,"3,3"
17013461,"大学","文系","現在、勤務しています","B社",1095,"店名_1087",648706,41456,"6カ月以上",63,6,62,6,64,6,4,4,4,3,3,4,4,4,3,3,2,4,4,5,4,5,4,4,3,2,1,1,"W2",4,"3,5","3,5",4,4,"3,3"
17013465,"大学","文系","現在、勤務しています","B社",1260,"店名_993",676836,41548,"6カ月以上",70,7,60,5,67,6,5,4,4,3,2,5,5,5,4,5,3,4,4,4,4,3,4,3,2,2,1,1,"W2",5,4,"4,5","4,5",5,"3,5"
17013468,"大学","文系","現在、勤務しています","B社",1293,"店名_1088",804523,42095,"6カ月以上",51,4,43,3,"46,5",4,3,2,3,5,5,3,1,2,3,3,4,3,3,3,4,5,3,3,5,5,1,1,"Z3",3,3,"2,5","2,5",2,4
17013473,"大学","文系","勤務経験なし",,,,,,,40,3,30,2,33,2,1,1,1,3,5,1,1,2,1,1,3,1,1,1,2,1,1,1,5,3,1,1,"Y4",1,1,1,"1,5",1,"2,5"
17013484,"大学","文系","勤務経験なし",,,,,,,43,3,42,3,"41,5",3,4,4,4,3,4,5,5,4,5,4,4,5,3,2,6,6,5,4,4,4,1,1,"W4",4,"4,5",4,"4,5",5,4
17013492,"大学","文系","現在、勤務しています","B社",370,"店名_1089",609960,41214,"6カ月以上",50,4,39,3,44,3,4,5,5,1,2,5,4,4,4,5,1,4,3,2,4,2,5,3,1,1,1,1,"W2",4,"4,5",5,4,"4,5","2,8"
17013500,"大学","文系","勤務経験なし",,,,,,,51,4,46,4,"48,5",4,5,4,3,3,3,5,5,5,3,5,1,4,3,2,5,1,4,1,5,1,1,1,"Y1",5,3,"4,5","4,5",5,"3,5"
17013516,"大学","文系","勤務経験なし",,,,,,,56,5,58,5,58,5,4,4,5,2,3,4,5,5,3,4,3,4,4,4,4,3,4,3,2,2,1,1,"W2",4,4,4,"4,5","4,5",3
17013517,"大学","文系","勤務経験なし",,,,,,,43,3,43,3,42,3,5,5,5,2,3,5,5,5,5,5,3,5,2,1,5,2,5,3,2,2,1,1,"W2",5,5,5,5,5,"3,8"
